Product_Name,Category,Main_Category,Original_Price,Discount_Percent,Discounted_Price,In_Stock,Total_Quantity
Vogue Shoes 2024,Shoes,Clothing,3372,60,1349,True,9
Kurtas 6021,Kurtas,Clothing,646,20,517,True,50
Max Shoes Ultra,Shoes,Clothing,15532,15,13202,True,500
Max Kitchen Appliances Pro,Kitchen Appliances,Home & Kitchen,4453,0,4453,True,4
Max T-Shirts Collection,T-Shirts,Clothing,3897,20,3118,True,9
Shoes 3634,Shoes,Clothing,312896,10,281606,True,10
Shirts 5673,Shirts,Clothing,7266,20,5813,True,8
Elite Shoes 2024,Shoes,Clothing,1854,10,1669,True,8
Ultra Sofas Pro,Sofas,Furniture,2831,5,2689,True,2
Fitness Gear 3072,Fitness Gear,"Sports, Toys & Others",21929,0,21929,False,0
Neo Jeans S,Jeans,Clothing,5709,10,5138,True,9
Luxury Cookware Pro,Cookware,Home & Kitchen,760,0,760,True,5
Neo Sneakers 2024,Sneakers,Clothing,16278,0,16278,True,60
Royal Sofas S,Sofas,Furniture,2067,70,620,True,60
Ultra Laptops X,Laptops,Electronics,56267,15,47827,True,10
Classic Laptops 2024,Laptops,Electronics,20063,20,16050,True,7
T-Shirts 6246,T-Shirts,Clothing,2755,50,1378,True,20
Luxury Jeans 3000,Jeans,Clothing,26053,70,7816,True,7
Max Televisions Special,Televisions,Electronics,5382,20,4306,True,6
Sarees 3409,Sarees,Clothing,14931,35,9705,True,40
Beds 8243,Beds,Furniture,9253,10,8328,True,2
Ultra Activewear Special,Activewear,Clothing,1640,5,1558,True,3
Activewear 3284,Activewear,Clothing,2134,10,1921,True,0
Ultra Skincare Lite,Skincare,Beauty & Personal Care,18799,25,14099,True,5
Vogue Toys Ultra,Toys,"Sports, Toys & Others",3189,25,2392,True,3
Ultra Tablets 3000,Tablets,Electronics,2916,10,2624,False,0
Style Dining Sets Z,Dining Sets,Furniture,1424,0,1424,True,7
Pro Dresses Elite,Dresses,Clothing,8546,25,6410,True,4
Ultra Beds Collection,Beds,Furniture,71960,0,71960,True,6
Ultra Jeans Edition,Jeans,Clothing,1230,20,984,True,300
Neo Gaming Consoles Pro,Gaming Consoles,Electronics,5085,30,3560,True,12
Speakers 6915,Speakers,Electronics,30899,30,21629,True,8
Luxury Headphones Series,Headphones,Electronics,4443,30,3110,True,100
Neo Sofas X,Sofas,Furniture,8872,50,4436,True,9
Neo Office Chairs Lite,Office Chairs,Furniture,1238,15,1052,True,8
Sarees 2435,Sarees,Clothing,8599,30,6019,False,0
Classic Speakers Series,Speakers,Electronics,3863,25,2897,True,8
Skincare 5728,Skincare,Beauty & Personal Care,17748,0,17748,True,7
Luxury Tablets Series,Tablets,Electronics,23068,0,23068,True,25
Beds 7786,Beds,Furniture,142774,5,135635,True,7
Vogue Kurtas Max,Kurtas,Clothing,10468,15,8898,True,15
Max Beds Special,Beds,Furniture,7526,25,5644,True,3
Kitchen Appliances 9606,Kitchen Appliances,Home & Kitchen,6344,40,3806,True,5
Shirts 2083,Shirts,Clothing,3113,0,3113,True,9
Shirts 7156,Shirts,Clothing,7651,0,7651,False,0
Trendy Shirts Elite,Shirts,Clothing,3356,60,1342,True,8
Royal Sofas Collection,Sofas,Furniture,6134,0,6134,True,25
Smartphones 3243,Smartphones,Electronics,27322,15,23224,False,0
Value Fitness Gear Edition,Fitness Gear,"Sports, Toys & Others",1332,20,1066,True,4
Classic Shirts Pro,Shirts,Clothing,21686,20,17349,True,2
Fitness Gear 5947,Fitness Gear,"Sports, Toys & Others",27305,0,27305,True,7
Televisions 5979,Televisions,Electronics,4226,0,4226,True,5
Luxury Wardrobes Collection,Wardrobes,Furniture,312,0,312,True,5
Super Laptops X,Laptops,Electronics,2236,20,1789,True,50
Max Jeans Special,Jeans,Clothing,26600,20,21280,True,1
Style Makeup Lite,Makeup,Beauty & Personal Care,4783,5,4544,True,15
Classic Shoes Ultra,Shoes,Clothing,1344,25,1008,True,8
Super Jeans Elite,Jeans,Clothing,2556,40,1534,True,12
Ultra Dresses 5000,Dresses,Clothing,14697,0,14697,True,15
Vogue Skincare Series,Skincare,Beauty & Personal Care,10030,15,8526,True,7
T-Shirts 8799,T-Shirts,Clothing,3612,25,2709,True,7
Makeup 2959,Makeup,Beauty & Personal Care,3059,5,2906,True,40
Luxury Activewear X,Activewear,Clothing,2961,5,2813,True,100
Kitchen Appliances 3668,Kitchen Appliances,Home & Kitchen,1485,25,1114,True,5
Elite Dining Sets 3000,Dining Sets,Furniture,40238,50,20119,True,3
Luxury T-Shirts 2024,T-Shirts,Clothing,3241,35,2107,True,150
Premium Kurtas Elite,Kurtas,Clothing,23978,20,19182,True,8
Style Televisions 5000,Televisions,Electronics,35607,30,24925,True,15
Max Dresses Max,Dresses,Clothing,18041,10,16237,True,8
Super Laptops S,Laptops,Electronics,2812,25,2109,False,0
Shirts 3738,Shirts,Clothing,8328,15,7079,True,15
Value Kitchen Appliances 3000,Kitchen Appliances,Home & Kitchen,4775,0,4775,True,12
Gaming Consoles 5932,Gaming Consoles,Electronics,1522,30,1065,True,5
Luxury Toys 5000,Toys,"Sports, Toys & Others",7512,20,6010,False,0
Vogue Sneakers 5000,Sneakers,Clothing,1064,10,958,True,50
Headphones 1211,Headphones,Electronics,23076,50,11538,True,20
Max Toys 5000,Toys,"Sports, Toys & Others",2693,0,2693,True,3
Office Chairs 7750,Office Chairs,Furniture,6400,10,5760,True,15
Elite Cookware Plus,Cookware,Home & Kitchen,7121,0,7121,True,30
Royal Wardrobes Ultra,Wardrobes,Furniture,3519,35,2287,True,50
Sports Equipment 9612,Sports Equipment,"Sports, Toys & Others",10565,30,7395,True,20
Kitchen Appliances 2867,Kitchen Appliances,Home & Kitchen,2658,10,2392,False,0
Ultra Televisions Plus,Televisions,Electronics,15295,25,11471,False,0
Shirts 1284,Shirts,Clothing,856,10,770,True,25
Max Shirts 5000,Shirts,Clothing,5807,30,4065,True,1
Classic Smartphones 3000,Smartphones,Electronics,61279,15,52087,True,9
Max Tablets X,Tablets,Electronics,1342,10,1208,True,8
Beds 2943,Beds,Furniture,2042,50,1021,True,25
Value Jeans 2024,Jeans,Clothing,9611,5,9130,True,6
Max Jeans 2024,Jeans,Clothing,6223,0,6223,True,20
Ultra Sarees Series,Sarees,Clothing,7773,20,6218,True,200
Super Shirts Plus,Shirts,Clothing,9307,60,3723,True,50
Super Beds Special,Beds,Furniture,11245,10,10120,True,200
Sarees 1696,Sarees,Clothing,20852,0,20852,True,500
Premium Smartwatches Pro,Smartwatches,Electronics,8395,10,7556,True,1
Max Toys Pro,Toys,"Sports, Toys & Others",3601,15,3061,True,20
Style Activewear X,Activewear,Clothing,11813,0,11813,True,9
Sofas 3028,Sofas,Furniture,58246,25,43684,True,80
Wardrobes 4365,Wardrobes,Furniture,4147,70,1244,True,6
Pro Home Decor S,Home Decor,Home & Kitchen,1388,15,1180,True,500
Premium Shirts Max,Shirts,Clothing,20781,10,18703,True,20
Luxury Sneakers Elite,Sneakers,Clothing,4214,10,3793,True,50
Sofas 6698,Sofas,Furniture,292,0,292,True,3
Value Home Decor Ultra,Home Decor,Home & Kitchen,14827,50,7414,True,5
Ultra Dining Sets Plus,Dining Sets,Furniture,2457,10,2211,True,40
Sneakers 1229,Sneakers,Clothing,4380,10,3942,False,0
Luxury Toys Z,Toys,"Sports, Toys & Others",7587,25,5690,True,60
Kurtas 3814,Kurtas,Clothing,6312,15,5365,True,1
Cookware 9800,Cookware,Home & Kitchen,12393,25,9295,False,0
Luxury Activewear Plus,Activewear,Clothing,2797,0,2797,True,8
Sneakers 9260,Sneakers,Clothing,9601,35,6241,True,20
Smartphones 8777,Smartphones,Electronics,3516,60,1406,True,30
Vogue Jeans S,Jeans,Clothing,12875,25,9656,True,8
Ultra Fitness Gear S,Fitness Gear,"Sports, Toys & Others",10966,60,4386,False,0
Cookware 7219,Cookware,Home & Kitchen,1460,0,1460,True,3
Royal Kitchen Appliances Ultra,Kitchen Appliances,Home & Kitchen,20219,15,17186,True,15
Super Kurtas 3000,Kurtas,Clothing,2455,20,1964,True,12
Ultra Activewear 2024,Activewear,Clothing,14088,20,11270,True,40
Neo Kurtas Lite,Kurtas,Clothing,7943,10,7149,True,12
Premium Smartwatches Max,Smartwatches,Electronics,53757,10,48381,True,9
Ultra Shoes Edition,Shoes,Clothing,3685,0,3685,True,9
Vogue Sarees Lite,Sarees,Clothing,3129,10,2816,True,1
Value Skincare Collection,Skincare,Beauty & Personal Care,4805,0,4805,True,8
Trendy Tablets Lite,Tablets,Electronics,3322,30,2325,True,500
Sneakers 8011,Sneakers,Clothing,13940,0,13940,True,100
Ultra Smartphones Special,Smartphones,Electronics,603,0,603,True,7
Fitness Gear 7020,Fitness Gear,"Sports, Toys & Others",1252,20,1002,True,15
Style Headphones Special,Headphones,Electronics,1230,20,984,True,80
Trendy Smartphones Collection,Smartphones,Electronics,16949,50,8474,True,10
Style Beds Max,Beds,Furniture,45542,20,36434,True,1
Trendy Tablets Edition,Tablets,Electronics,4302,10,3872,False,0
Ultra Sneakers S,Sneakers,Clothing,3957,35,2572,True,12
Pro T-Shirts 3000,T-Shirts,Clothing,5397,20,4318,True,500
Value Kitchen Appliances Edition,Kitchen Appliances,Home & Kitchen,22315,0,22315,True,30
Value Sports Equipment Series,Sports Equipment,"Sports, Toys & Others",1476,20,1181,False,0
Makeup 5563,Makeup,Beauty & Personal Care,6717,50,3358,True,5
Activewear 5472,Activewear,Clothing,17507,10,15756,True,50
Laptops 7557,Laptops,Electronics,9452,5,8979,False,0
Style Tablets Edition,Tablets,Electronics,6305,0,6305,True,20
Televisions 9379,Televisions,Electronics,18105,0,18105,True,25
Super Beds Collection,Beds,Furniture,147,15,125,True,1
Max Shoes Special,Shoes,Clothing,11894,20,9515,True,60
Style Shirts 2024,Shirts,Clothing,2105,0,2105,True,50
Luxury Beds Pro,Beds,Furniture,456,50,228,True,6
Smartwatches 9161,Smartwatches,Electronics,9577,30,6704,True,30
Elite Fragrances Edition,Fragrances,Beauty & Personal Care,29388,20,23510,True,6
Neo Wardrobes 2024,Wardrobes,Furniture,4121,40,2473,True,2
Vogue Dining Sets Plus,Dining Sets,Furniture,17006,0,17006,True,5
Kitchen Appliances 9518,Kitchen Appliances,Home & Kitchen,40077,15,34065,True,5
Activewear 8635,Activewear,Clothing,27227,25,20420,True,8
Style Shoes Special,Shoes,Clothing,41545,40,24927,True,9
Max Sneakers 3000,Sneakers,Clothing,12931,35,8405,True,12
Sarees 9856,Sarees,Clothing,5435,5,5163,True,10
Super Smartwatches Pro,Smartwatches,Electronics,614,60,246,True,7
Speakers 2951,Speakers,Electronics,3579,0,3579,True,1
Neo Dresses Edition,Dresses,Clothing,1646,50,823,True,20
Premium Televisions Pro,Televisions,Electronics,82852,60,33141,True,9
Style Toys Lite,Toys,"Sports, Toys & Others",3920,0,3920,False,0
Sofas 3689,Sofas,Furniture,5783,30,4048,True,100
Elite Sofas Lite,Sofas,Furniture,10092,0,10092,True,40
Televisions 8986,Televisions,Electronics,5215,10,4694,True,80
Sneakers 9037,Sneakers,Clothing,44630,15,37936,True,12
Style Beds Special,Beds,Furniture,2193,20,1754,True,4
Value Wardrobes S,Wardrobes,Furniture,6346,50,3173,True,30
Trendy Sports Equipment Elite,Sports Equipment,"Sports, Toys & Others",1877,25,1408,True,5
Trendy Cookware 5000,Cookware,Home & Kitchen,886,15,753,True,10
Gaming Consoles 5660,Gaming Consoles,Electronics,2224,35,1446,True,3
Premium Headphones Pro,Headphones,Electronics,4696,60,1878,True,60
Neo Sneakers 5000,Sneakers,Clothing,2820,0,2820,False,0
Office Chairs 1440,Office Chairs,Furniture,2003,70,601,True,150
Toys 6591,Toys,"Sports, Toys & Others",792,0,792,True,100
Trendy Home Decor 5000,Home Decor,Home & Kitchen,4423,35,2875,True,10
Fitness Gear 7749,Fitness Gear,"Sports, Toys & Others",697,5,662,True,40
Style Cookware Ultra,Cookware,Home & Kitchen,13235,0,13235,True,20
Style Sofas Lite,Sofas,Furniture,5485,15,4662,True,60
Luxury Sofas Max,Sofas,Furniture,741,25,556,True,9
Sneakers 2875,Sneakers,Clothing,3296,10,2966,True,50
Premium Wardrobes 3000,Wardrobes,Furniture,1853,0,1853,True,10
Style T-Shirts Series,T-Shirts,Clothing,7462,20,5970,True,300
Trendy Speakers Elite,Speakers,Electronics,28146,50,14073,True,10
Classic Jeans X,Jeans,Clothing,430,10,387,True,10
Televisions 7188,Televisions,Electronics,5722,0,5722,True,50
Neo Dresses Plus,Dresses,Clothing,4001,15,3401,True,60
Sports Equipment 2639,Sports Equipment,"Sports, Toys & Others",11794,0,11794,True,15
Pro Sneakers 3000,Sneakers,Clothing,6501,40,3901,True,5
Super Tablets 3000,Tablets,Electronics,1854,40,1112,True,10
Max Sarees 5000,Sarees,Clothing,3255,20,2604,True,500
Kurtas 4305,Kurtas,Clothing,1751,10,1576,True,40
Value Speakers Max,Speakers,Electronics,19958,35,12973,True,60
Shoes 9779,Shoes,Clothing,5066,20,4053,False,0
Max Shirts Pro,Shirts,Clothing,58345,40,35007,True,10
Vogue Shoes Edition,Shoes,Clothing,4554,25,3416,True,25
Laptops 2506,Laptops,Electronics,1962,35,1275,True,80
T-Shirts 2552,T-Shirts,Clothing,689,20,551,True,2
Max Activewear Max,Activewear,Clothing,473,10,426,True,80
Royal Headphones Special,Headphones,Electronics,628,60,251,True,15
Neo Kitchen Appliances Max,Kitchen Appliances,Home & Kitchen,6973,20,5578,False,0
Max Smartphones Lite,Smartphones,Electronics,9546,20,7637,False,0
Royal Dresses 3000,Dresses,Clothing,631,5,599,True,7
Trendy Sports Equipment Elite,Sports Equipment,"Sports, Toys & Others",15774,25,11830,True,12
Classic T-Shirts S,T-Shirts,Clothing,2630,20,2104,False,0
Sports Equipment 9457,Sports Equipment,"Sports, Toys & Others",5964,0,5964,True,5
Makeup 9178,Makeup,Beauty & Personal Care,40074,0,40074,True,60
Value Jeans Collection,Jeans,Clothing,15811,20,12649,True,4
Style Televisions Series,Televisions,Electronics,3476,35,2259,True,6
Fitness Gear 1981,Fitness Gear,"Sports, Toys & Others",1547,20,1238,True,10
Neo Beds Collection,Beds,Furniture,300,5,285,True,12
Elite Shoes Lite,Shoes,Clothing,1935,25,1451,True,50
Fragrances 7721,Fragrances,Beauty & Personal Care,3745,0,3745,True,10
Value Headphones Max,Headphones,Electronics,1365,15,1160,True,50
Value Kurtas Series,Kurtas,Clothing,4155,0,4155,True,20
Max Dresses S,Dresses,Clothing,5445,0,5445,True,4
Vogue Activewear Ultra,Activewear,Clothing,3679,0,3679,True,5
Ultra Sports Equipment 2024,Sports Equipment,"Sports, Toys & Others",2117,10,1905,True,9
Pro Fragrances Lite,Fragrances,Beauty & Personal Care,6135,0,6135,False,0
Royal Smartwatches Series,Smartwatches,Electronics,8753,10,7878,False,0
Premium Makeup Z,Makeup,Beauty & Personal Care,1194,15,1015,True,15
Elite Smartwatches X,Smartwatches,Electronics,30847,15,26220,True,8
Super Sports Equipment Elite,Sports Equipment,"Sports, Toys & Others",4335,10,3902,True,5
Elite Toys Pro,Toys,"Sports, Toys & Others",5050,40,3030,True,6
Office Chairs 8960,Office Chairs,Furniture,12373,0,12373,False,0
Jeans 1906,Jeans,Clothing,6673,15,5672,False,0
Sports Equipment 2375,Sports Equipment,"Sports, Toys & Others",17012,0,17012,True,12
Max Fitness Gear Max,Fitness Gear,"Sports, Toys & Others",7157,0,7157,True,5
Sports Equipment 7668,Sports Equipment,"Sports, Toys & Others",2223,20,1778,True,25
Makeup 2479,Makeup,Beauty & Personal Care,7884,20,6307,True,80
Value Smartphones 2024,Smartphones,Electronics,1114,50,557,True,6
Vogue Kurtas Plus,Kurtas,Clothing,5674,20,4539,True,12
Value Headphones Elite,Headphones,Electronics,4719,60,1888,True,500
Ultra Toys Ultra,Toys,"Sports, Toys & Others",3759,0,3759,True,8
Super Gaming Consoles 3000,Gaming Consoles,Electronics,4169,0,4169,True,20
Vogue Toys Edition,Toys,"Sports, Toys & Others",427,0,427,True,3
Dresses 4865,Dresses,Clothing,2414,0,2414,True,20
Jeans 4571,Jeans,Clothing,5560,20,4448,True,3
Elite Sports Equipment Z,Sports Equipment,"Sports, Toys & Others",6066,25,4550,True,500
Skincare 8200,Skincare,Beauty & Personal Care,1295,0,1295,True,30
Value Jeans Pro,Jeans,Clothing,25540,60,10216,False,0
Neo Televisions Plus,Televisions,Electronics,1598,40,959,True,30
Trendy Headphones Special,Headphones,Electronics,17377,5,16508,True,15
Max Smartwatches 2024,Smartwatches,Electronics,8586,0,8586,True,10
Luxury Jeans 5000,Jeans,Clothing,2127,0,2127,True,80
Speakers 1345,Speakers,Electronics,49538,0,49538,True,500
Vogue Smartwatches Pro,Smartwatches,Electronics,1044,0,1044,True,12
Activewear 1895,Activewear,Clothing,16277,15,13835,False,0
Super Cookware Ultra,Cookware,Home & Kitchen,18094,5,17189,True,15
Trendy Kurtas Lite,Kurtas,Clothing,2061,10,1855,False,0
Luxury Kitchen Appliances 5000,Kitchen Appliances,Home & Kitchen,30115,70,9035,True,10
Smartwatches 2999,Smartwatches,Electronics,3560,25,2670,False,0
Pro Skincare Collection,Skincare,Beauty & Personal Care,7172,60,2869,True,0
Trendy Fragrances Elite,Fragrances,Beauty & Personal Care,6912,0,6912,True,6
Value Home Decor Ultra,Home Decor,Home & Kitchen,4138,10,3724,True,12
Value Shirts S,Shirts,Clothing,14138,20,11310,False,0
Laptops 6196,Laptops,Electronics,13823,0,13823,True,10
Shoes 7656,Shoes,Clothing,507,0,507,True,500
Smartwatches 5489,Smartwatches,Electronics,26856,25,20142,True,8
Tablets 9055,Tablets,Electronics,568,25,426,True,10
Trendy Beds 3000,Beds,Furniture,18862,10,16976,True,4
Speakers 2644,Speakers,Electronics,21318,15,18120,True,2
Speakers 5275,Speakers,Electronics,1193,10,1074,True,50
Neo Speakers Series,Speakers,Electronics,2889,0,2889,False,0
Value Kitchen Appliances 3000,Kitchen Appliances,Home & Kitchen,1170,10,1053,True,50
Premium Fitness Gear Pro,Fitness Gear,"Sports, Toys & Others",3726,0,3726,True,4
Elite Sofas Collection,Sofas,Furniture,3302,0,3302,False,0
Activewear 3229,Activewear,Clothing,13577,60,5431,True,6
Pro Smartphones Lite,Smartphones,Electronics,27065,20,21652,True,6
Ultra Shoes Plus,Shoes,Clothing,30242,30,21169,True,1
Royal Sneakers 2024,Sneakers,Clothing,2373,10,2136,True,4
Laptops 7722,Laptops,Electronics,3754,10,3379,True,7
Headphones 6233,Headphones,Electronics,552,5,524,False,0
Value Sofas 2024,Sofas,Furniture,1728,0,1728,True,500
Style T-Shirts 3000,T-Shirts,Clothing,17273,0,17273,True,7
Shirts 4254,Shirts,Clothing,40249,35,26162,True,4
Neo Fragrances S,Fragrances,Beauty & Personal Care,990,25,742,True,5
Trendy Sneakers Ultra,Sneakers,Clothing,2281,20,1825,False,0
Premium Beds Ultra,Beds,Furniture,4761,15,4047,False,0
Headphones 8576,Headphones,Electronics,7093,50,3546,True,100
Luxury Fragrances S,Fragrances,Beauty & Personal Care,1720,0,1720,True,500
Vogue Sofas Series,Sofas,Furniture,8552,5,8124,True,6
Elite Sarees Max,Sarees,Clothing,2661,10,2395,True,10
Televisions 3787,Televisions,Electronics,4836,35,3143,True,1
Tablets 2922,Tablets,Electronics,10024,70,3007,True,25
Royal Tablets Series,Tablets,Electronics,4969,5,4721,True,9
Activewear 8433,Activewear,Clothing,2794,50,1397,True,7
Sarees 9096,Sarees,Clothing,4273,40,2564,True,5
Luxury T-Shirts Z,T-Shirts,Clothing,4393,5,4173,True,25
Value Dresses Elite,Dresses,Clothing,3046,10,2741,True,9
Classic Jeans Edition,Jeans,Clothing,3520,10,3168,True,5
Value Dresses Z,Dresses,Clothing,39373,60,15749,True,30
Value Shoes Lite,Shoes,Clothing,10217,0,10217,False,0
Televisions 4102,Televisions,Electronics,3356,35,2181,True,80
Trendy Speakers 2024,Speakers,Electronics,12193,10,10974,True,4
Max Kitchen Appliances Ultra,Kitchen Appliances,Home & Kitchen,3193,30,2235,True,50
Pro Makeup 5000,Makeup,Beauty & Personal Care,22644,15,19247,True,25
Style Laptops Collection,Laptops,Electronics,7967,20,6374,False,0
Classic T-Shirts 2024,T-Shirts,Clothing,4286,40,2572,True,30
Sneakers 7513,Sneakers,Clothing,8819,35,5732,True,10
Luxury Laptops Edition,Laptops,Electronics,639,40,383,False,0
Dresses 5198,Dresses,Clothing,1139,0,1139,True,4
Royal Laptops Pro,Laptops,Electronics,1044,30,731,True,25
Pro Dresses Special,Dresses,Clothing,5934,0,5934,True,8
Shirts 1745,Shirts,Clothing,46857,10,42171,True,500
Royal Kurtas Edition,Kurtas,Clothing,89615,20,71692,True,7
Trendy Tablets 5000,Tablets,Electronics,11294,10,10165,True,500
Royal Beds Pro,Beds,Furniture,9449,15,8032,True,150
Max Shirts S,Shirts,Clothing,474,70,142,False,0
Neo Headphones Collection,Headphones,Electronics,2434,0,2434,True,60
Neo Televisions Series,Televisions,Electronics,1770,25,1328,True,500
Ultra Kurtas 3000,Kurtas,Clothing,2198,10,1978,True,6
Elite Headphones Special,Headphones,Electronics,3960,0,3960,True,9
Shirts 5603,Shirts,Clothing,2667,0,2667,True,12
Home Decor 8046,Home Decor,Home & Kitchen,376,60,150,False,0
Max Jeans Elite,Jeans,Clothing,13028,50,6514,True,1
Trendy Shirts S,Shirts,Clothing,1222,50,611,True,6
Classic Jeans 2024,Jeans,Clothing,6725,70,2018,True,7
Style Laptops Collection,Laptops,Electronics,73049,0,73049,True,10
Elite Jeans Pro,Jeans,Clothing,1491,10,1342,False,0
Premium Cookware Special,Cookware,Home & Kitchen,184,25,138,True,100
Luxury Activewear Collection,Activewear,Clothing,3397,15,2887,False,0
Classic Office Chairs Pro,Office Chairs,Furniture,20616,10,18554,True,3
Luxury Home Decor Special,Home Decor,Home & Kitchen,62846,10,56561,True,25
Ultra Activewear 2024,Activewear,Clothing,996,20,797,True,25
Ultra Kurtas Z,Kurtas,Clothing,9398,20,7518,True,500
Smartphones 3959,Smartphones,Electronics,2691,0,2691,True,0
Wardrobes 9335,Wardrobes,Furniture,4293,15,3649,True,6
Laptops 4479,Laptops,Electronics,153312,20,122650,True,200
Premium Toys S,Toys,"Sports, Toys & Others",698,20,558,True,300
Ultra Sports Equipment Ultra,Sports Equipment,"Sports, Toys & Others",6853,0,6853,True,40
Laptops 2545,Laptops,Electronics,9051,30,6336,True,50
Sports Equipment 1425,Sports Equipment,"Sports, Toys & Others",20214,0,20214,False,0
Style Smartphones Plus,Smartphones,Electronics,5597,10,5037,True,12
Vogue T-Shirts Plus,T-Shirts,Clothing,7354,35,4780,True,6
Kitchen Appliances 3519,Kitchen Appliances,Home & Kitchen,2961,20,2369,True,5
Classic Kitchen Appliances Special,Kitchen Appliances,Home & Kitchen,6991,5,6641,True,60
Max Toys X,Toys,"Sports, Toys & Others",3154,30,2208,True,4
Premium Shoes Collection,Shoes,Clothing,11055,20,8844,True,10
Luxury T-Shirts 2024,T-Shirts,Clothing,3048,35,1981,True,300
Premium Toys Lite,Toys,"Sports, Toys & Others",8045,30,5632,False,0
Premium Office Chairs Max,Office Chairs,Furniture,4744,25,3558,True,500
Vogue Makeup Edition,Makeup,Beauty & Personal Care,21300,15,18105,True,500
Max Fragrances S,Fragrances,Beauty & Personal Care,4609,0,4609,True,15
Super Office Chairs Edition,Office Chairs,Furniture,492,5,467,True,5
Value Sneakers Z,Sneakers,Clothing,25415,10,22874,True,7
Super Shoes Edition,Shoes,Clothing,1518,20,1214,True,9
Super Dresses 2024,Dresses,Clothing,2106,15,1790,True,7
Classic Shoes Series,Shoes,Clothing,2272,5,2158,True,7
Wardrobes 6080,Wardrobes,Furniture,29418,0,29418,True,500
Smartwatches 3151,Smartwatches,Electronics,307,15,261,True,5
Ultra Dresses 5000,Dresses,Clothing,291169,5,276611,True,40
Classic Shirts Collection,Shirts,Clothing,19447,30,13613,True,0
Activewear 8805,Activewear,Clothing,6587,0,6587,False,0
Vogue Televisions Series,Televisions,Electronics,4588,20,3670,True,200
Trendy Smartphones 5000,Smartphones,Electronics,7142,60,2857,True,7
Trendy Smartphones Series,Smartphones,Electronics,9702,0,9702,True,5
Royal Sofas 3000,Sofas,Furniture,11400,15,9690,True,25
Sneakers 4673,Sneakers,Clothing,10146,0,10146,True,30
Luxury Dresses 2024,Dresses,Clothing,5536,25,4152,True,30
Shirts 9638,Shirts,Clothing,3813,20,3050,True,7
Royal Home Decor Max,Home Decor,Home & Kitchen,4048,10,3643,True,6
Trendy Speakers Max,Speakers,Electronics,3825,20,3060,True,500
Wardrobes 8825,Wardrobes,Furniture,21515,50,10758,True,200
Elite Gaming Consoles Lite,Gaming Consoles,Electronics,10660,0,10660,False,0
Sports Equipment 9570,Sports Equipment,"Sports, Toys & Others",108,0,108,True,80
Vogue Activewear Pro,Activewear,Clothing,11559,40,6935,True,10
Premium Headphones Plus,Headphones,Electronics,6347,20,5078,True,9
Trendy Home Decor Plus,Home Decor,Home & Kitchen,4809,50,2404,True,5
Luxury T-Shirts Elite,T-Shirts,Clothing,2974,20,2379,True,9
Vogue Kitchen Appliances Max,Kitchen Appliances,Home & Kitchen,21246,35,13810,True,12
Makeup 1266,Makeup,Beauty & Personal Care,16888,15,14355,False,0
Style Smartphones Collection,Smartphones,Electronics,1804,30,1263,True,10
Elite Televisions Edition,Televisions,Electronics,8365,50,4182,True,50
Trendy Headphones Lite,Headphones,Electronics,1393,20,1114,True,30
Luxury Smartphones Collection,Smartphones,Electronics,820,0,820,True,20
Sarees 8371,Sarees,Clothing,2182,5,2073,True,150
Max Sneakers 3000,Sneakers,Clothing,15119,0,15119,False,0
Smartphones 4066,Smartphones,Electronics,17012,5,16161,False,0
Ultra Activewear Elite,Activewear,Clothing,9601,5,9121,True,50
T-Shirts 2742,T-Shirts,Clothing,12647,20,10118,True,15
Premium Speakers X,Speakers,Electronics,9639,20,7711,True,7
Premium Televisions S,Televisions,Electronics,2140,15,1819,True,4
Classic Skincare Edition,Skincare,Beauty & Personal Care,8639,25,6479,False,0
Laptops 8974,Laptops,Electronics,13948,0,13948,True,10
Value Shirts 5000,Shirts,Clothing,13137,0,13137,True,100
Luxury Sofas Edition,Sofas,Furniture,23114,0,23114,True,15
Home Decor 2435,Home Decor,Home & Kitchen,12374,15,10518,True,25
Premium Activewear Z,Activewear,Clothing,7781,0,7781,False,0
Premium Beds Z,Beds,Furniture,19807,5,18817,True,25
Sarees 4428,Sarees,Clothing,4760,10,4284,True,9
Elite Sneakers Ultra,Sneakers,Clothing,1566,35,1018,True,12
Style Beds Z,Beds,Furniture,3986,0,3986,True,60
Super Sofas Collection,Sofas,Furniture,1871,25,1403,True,8
